date,open,high,low,close,volume,symbol
2025-01-06 16:40:00+00:00,130.91,130.98,130.78,130.82,1790.0,MMM
2025-01-06 16:45:00+00:00,130.825,130.825,130.68,130.765,1258.0,MMM
2025-01-06 16:50:00+00:00,130.79,130.86,130.78,130.86,646.0,MMM
2025-01-06 16:55:00+00:00,130.85,130.97,130.85,130.96,1444.0,MMM
2025-01-06 17:00:00+00:00,130.96,130.97,130.76,130.775,854.0,MMM
2025-01-06 17:05:00+00:00,130.77,130.77,130.645,130.75,920.0,MMM
2025-01-06 17:10:00+00:00,130.75,130.81,130.71,130.81,911.0,MMM
2025-01-06 17:15:00+00:00,130.8,130.9,130.8,130.85,1472.0,MMM
2025-01-06 17:20:00+00:00,130.82,130.82,130.735,130.75,1318.0,MMM
2025-01-06 17:25:00+00:00,130.74,130.84,130.735,130.78,926.0,MMM
2025-01-06 17:30:00+00:00,130.76,130.915,130.69,130.915,1476.0,MMM
2025-01-06 17:35:00+00:00,130.9,130.92,130.755,130.765,1263.0,MMM
2025-01-06 17:40:00+00:00,130.76,130.815,130.69,130.785,880.0,MMM
2025-01-06 17:45:00+00:00,130.78,130.82,130.75,130.795,1036.0,MMM
2025-01-06 17:50:00+00:00,130.79,130.79,130.59,130.665,861.0,MMM
2025-01-06 17:55:00+00:00,130.635,130.7,130.47,130.695,1489.0,MMM
2025-01-06 18:00:00+00:00,130.695,130.695,130.42,130.45,1229.0,MMM
2025-01-06 18:05:00+00:00,130.47,130.47,130.305,130.37,1204.0,MMM
2025-01-06 18:10:00+00:00,130.31,130.59,130.305,130.59,1092.0,MMM
2025-01-06 18:15:00+00:00,130.58,130.6,130.485,130.58,1257.0,MMM
2025-01-06 18:20:00+00:00,130.55,130.675,130.54,130.54,1251.0,MMM
2025-01-06 18:25:00+00:00,130.53,130.53,130.455,130.455,1682.0,MMM
2025-01-06 18:30:00+00:00,130.455,130.51,130.34,130.4,1039.0,MMM
2025-01-06 18:35:00+00:00,130.45,130.59,130.45,130.49,784.0,MMM
