date,open,high,low,close,volume,symbol
2024-12-27 19:40:00+00:00,223.32,223.54,223.315,223.45,5176.0,AMZN
2024-12-27 19:45:00+00:00,223.45,223.54,223.35,223.415,2720.0,AMZN
2024-12-27 19:50:00+00:00,223.415,223.54,223.37,223.465,2919.0,AMZN
2024-12-27 19:55:00+00:00,223.465,223.8,223.455,223.665,8894.0,AMZN
2024-12-27 20:00:00+00:00,223.65,223.705,223.32,223.47,7327.0,AMZN
2024-12-27 20:05:00+00:00,223.48,223.625,223.22,223.6,4916.0,AMZN
2024-12-27 20:10:00+00:00,223.6,223.61,222.93,223.03,6079.0,AMZN
2024-12-27 20:15:00+00:00,223.035,223.23,222.94,222.99,3374.0,AMZN
2024-12-27 20:20:00+00:00,222.995,223.19,222.93,223.09,2918.0,AMZN
2024-12-27 20:25:00+00:00,223.08,223.47,223.07,223.345,4250.0,AMZN
2024-12-27 20:30:00+00:00,223.32,223.34,223.085,223.27,6846.0,AMZN
2024-12-27 20:35:00+00:00,223.26,223.31,223.15,223.185,3577.0,AMZN
2024-12-27 20:40:00+00:00,223.185,223.31,222.98,223.05,4260.0,AMZN
2024-12-27 20:45:00+00:00,223.045,223.42,222.99,223.35,8930.0,AMZN
2024-12-27 20:50:00+00:00,223.54,224.25,223.455,223.77,27912.0,AMZN
2024-12-27 20:55:00+00:00,223.27,223.93,223.15,223.89,55174.0,AMZN
2024-12-30 14:30:00+00:00,220.015,220.04,219.23,219.365,22469.0,AMZN
2024-12-30 14:35:00+00:00,219.4,220.11,219.28,219.735,18124.0,AMZN
2024-12-30 14:40:00+00:00,219.77,220.24,219.625,219.965,27577.0,AMZN
2024-12-30 14:45:00+00:00,219.895,219.95,219.42,219.5,25985.0,AMZN
2024-12-30 14:50:00+00:00,219.42,220.19,219.39,219.67,27622.0,AMZN
2024-12-30 14:55:00+00:00,219.67,219.84,218.85,218.915,30725.0,AMZN
2024-12-30 15:00:00+00:00,218.83,219.37,218.43,219.31,21787.0,AMZN
2024-12-30 15:05:00+00:00,219.33,219.4,218.95,219.11,15813.0,AMZN
2024-12-30 15:10:00+00:00,219.11,219.665,218.96,219.635,14819.0,AMZN
2024-12-30 15:15:00+00:00,219.635,219.655,218.92,218.94,14743.0,AMZN
2024-12-30 15:20:00+00:00,218.945,219.17,218.73,218.75,14929.0,AMZN
2024-12-30 15:25:00+00:00,218.76,219.105,218.62,218.63,8154.0,AMZN
2024-12-30 15:30:00+00:00,218.62,219.145,218.53,219.125,15058.0,AMZN
2024-12-30 15:35:00+00:00,219.05,219.7,218.69,219.61,8891.0,AMZN
2024-12-30 15:40:00+00:00,219.57,219.96,219.24,219.82,9111.0,AMZN
2024-12-30 15:45:00+00:00,219.79,220.165,219.09,219.17,8273.0,AMZN
2024-12-30 15:50:00+00:00,219.17,219.43,219.08,219.345,5127.0,AMZN
2024-12-30 15:55:00+00:00,219.345,219.705,219.31,219.655,4841.0,AMZN
2024-12-30 16:00:00+00:00,219.655,219.835,219.415,219.835,4196.0,AMZN
2024-12-30 16:05:00+00:00,219.825,219.96,219.72,219.885,6518.0,AMZN
2024-12-30 16:10:00+00:00,219.89,219.945,219.6,219.825,5519.0,AMZN
2024-12-30 16:15:00+00:00,219.825,220.375,219.755,220.375,7880.0,AMZN
2024-12-30 16:20:00+00:00,220.365,220.45,220.03,220.04,6785.0,AMZN
2024-12-30 16:25:00+00:00,220.035,220.345,219.985,220.34,7852.0,AMZN
2024-12-30 16:30:00+00:00,220.34,220.815,220.315,220.73,10380.0,AMZN
2024-12-30 16:35:00+00:00,220.73,220.81,220.45,220.725,11845.0,AMZN
2024-12-30 16:40:00+00:00,220.725,220.955,220.635,220.76,8463.0,AMZN
2024-12-30 16:45:00+00:00,220.73,220.86,220.52,220.65,4278.0,AMZN
2024-12-30 16:50:00+00:00,220.66,221.19,220.66,221.185,6856.0,AMZN
2024-12-30 16:55:00+00:00,221.185,221.24,220.94,221.175,5687.0,AMZN
2024-12-30 17:00:00+00:00,221.155,221.34,220.89,220.97,8724.0,AMZN
2024-12-30 17:05:00+00:00,220.95,221.04,220.71,220.97,13587.0,AMZN
2024-12-30 17:10:00+00:00,221.015,221.235,220.935,221.0,4292.0,AMZN
2024-12-30 17:15:00+00:00,221.015,221.13,220.97,221.075,4123.0,AMZN
2024-12-30 17:20:00+00:00,221.075,221.52,221.03,221.51,6845.0,AMZN
2024-12-30 17:25:00+00:00,221.51,221.51,221.23,221.405,4537.0,AMZN
2024-12-30 17:30:00+00:00,221.415,221.67,221.36,221.66,2774.0,AMZN
2024-12-30 17:35:00+00:00,221.66,221.7,221.49,221.695,2151.0,AMZN
2024-12-30 17:40:00+00:00,221.72,221.9,221.53,221.885,2752.0,AMZN
2024-12-30 17:45:00+00:00,221.895,222.055,221.82,221.955,7284.0,AMZN
2024-12-30 17:50:00+00:00,221.92,222.01,221.555,221.58,2920.0,AMZN
2024-12-30 17:55:00+00:00,221.585,222.22,221.27,222.14,5240.0,AMZN
2024-12-30 18:00:00+00:00,222.14,222.15,221.68,221.74,2123.0,AMZN
2024-12-30 18:05:00+00:00,221.74,221.915,221.53,221.75,3098.0,AMZN
2024-12-30 18:10:00+00:00,221.73,221.995,221.72,221.92,1791.0,AMZN
2024-12-30 18:15:00+00:00,221.93,222.06,221.67,221.755,5564.0,AMZN
2024-12-30 18:20:00+00:00,221.745,221.83,221.39,221.435,2771.0,AMZN
2024-12-30 18:25:00+00:00,221.425,221.76,221.27,221.625,4456.0,AMZN
2024-12-30 18:30:00+00:00,221.61,221.99,221.565,221.98,6169.0,AMZN
2024-12-30 18:35:00+00:00,221.98,222.12,221.695,221.955,2850.0,AMZN
2024-12-30 18:40:00+00:00,221.96,222.205,221.865,222.1,3542.0,AMZN
2024-12-30 18:45:00+00:00,222.1,222.33,222.035,222.17,3840.0,AMZN
2024-12-30 18:50:00+00:00,222.17,222.3,222.095,222.2,7778.0,AMZN
2024-12-30 18:55:00+00:00,222.2,222.22,221.99,222.11,4122.0,AMZN
2024-12-30 19:00:00+00:00,222.11,222.135,221.925,221.99,2810.0,AMZN
2024-12-30 19:05:00+00:00,221.995,222.13,221.77,222.045,4314.0,AMZN
2024-12-30 19:10:00+00:00,222.05,222.1,221.65,221.79,1908.0,AMZN
2024-12-30 19:15:00+00:00,221.79,222.01,221.71,221.73,2371.0,AMZN
2024-12-30 19:20:00+00:00,221.725,221.85,221.505,221.76,3126.0,AMZN
2024-12-30 19:25:00+00:00,221.76,222.085,221.725,222.005,3339.0,AMZN
2024-12-30 19:30:00+00:00,222.005,222.36,221.97,222.13,3446.0,AMZN
2024-12-30 19:35:00+00:00,222.15,222.205,222.02,222.05,4956.0,AMZN
2024-12-30 19:40:00+00:00,222.05,222.34,222.045,222.185,5361.0,AMZN
2024-12-30 19:45:00+00:00,222.18,222.52,222.155,222.33,8712.0,AMZN
2024-12-30 19:50:00+00:00,222.345,222.52,222.24,222.385,6358.0,AMZN
2024-12-30 19:55:00+00:00,222.37,222.64,222.34,222.51,4728.0,AMZN
2024-12-30 20:00:00+00:00,222.495,222.73,222.48,222.54,1886.0,AMZN
2024-12-30 20:05:00+00:00,222.54,222.655,222.315,222.5,4991.0,AMZN
2024-12-30 20:10:00+00:00,222.495,222.82,222.43,222.73,3893.0,AMZN
2024-12-30 20:15:00+00:00,222.72,222.98,222.68,222.79,8724.0,AMZN
2024-12-30 20:20:00+00:00,222.785,222.84,222.67,222.685,5864.0,AMZN
2024-12-30 20:25:00+00:00,222.69,222.75,222.16,222.17,8792.0,AMZN
2024-12-30 20:30:00+00:00,222.18,222.455,222.04,222.13,9040.0,AMZN
2024-12-30 20:35:00+00:00,222.15,222.37,222.03,222.295,3595.0,AMZN
2024-12-30 20:40:00+00:00,222.3,222.59,222.16,222.3,6671.0,AMZN
2024-12-30 20:45:00+00:00,222.3,222.45,222.21,222.36,9536.0,AMZN
2024-12-30 20:50:00+00:00,222.28,222.64,222.02,222.07,11314.0,AMZN
2024-12-30 20:55:00+00:00,221.8,222.135,221.24,221.265,53938.0,AMZN
2024-12-31 14:30:00+00:00,222.965,223.23,221.955,222.445,11231.0,AMZN
2024-12-31 14:35:00+00:00,222.54,222.58,221.485,221.54,8501.0,AMZN
2024-12-31 14:40:00+00:00,221.57,221.82,221.075,221.215,6766.0,AMZN
2024-12-31 14:45:00+00:00,221.215,222.035,221.135,221.93,9352.0,AMZN
2024-12-31 14:50:00+00:00,221.92,222.025,221.37,221.96,5779.0,AMZN
2024-12-31 14:55:00+00:00,221.96,222.35,221.72,222.265,13957.0,AMZN
2024-12-31 15:00:00+00:00,222.135,222.37,221.94,222.05,11640.0,AMZN
2024-12-31 15:05:00+00:00,221.99,222.2,221.42,221.425,11235.0,AMZN
2024-12-31 15:10:00+00:00,221.43,221.73,221.185,221.64,10080.0,AMZN
2024-12-31 15:15:00+00:00,221.61,221.83,221.31,221.825,9042.0,AMZN
2024-12-31 15:20:00+00:00,221.82,221.97,221.625,221.955,5941.0,AMZN
2024-12-31 15:25:00+00:00,221.955,222.12,221.29,221.39,11556.0,AMZN
2024-12-31 15:30:00+00:00,221.37,221.915,221.23,221.39,6556.0,AMZN
2024-12-31 15:35:00+00:00,221.39,221.6,221.18,221.58,6634.0,AMZN
2024-12-31 15:40:00+00:00,221.58,221.64,221.165,221.21,5026.0,AMZN
2024-12-31 15:45:00+00:00,221.26,221.55,221.17,221.215,5039.0,AMZN
2024-12-31 15:50:00+00:00,221.215,221.715,221.185,221.71,5373.0,AMZN
2024-12-31 15:55:00+00:00,221.665,221.69,221.4,221.435,12589.0,AMZN
2024-12-31 16:00:00+00:00,221.45,221.48,220.645,220.765,7640.0,AMZN
2024-12-31 16:05:00+00:00,220.775,221.015,220.65,221.0,7194.0,AMZN
2024-12-31 16:10:00+00:00,221.005,221.115,220.77,220.865,7020.0,AMZN
2024-12-31 16:15:00+00:00,220.865,220.935,220.475,220.5,6806.0,AMZN
2024-12-31 16:20:00+00:00,220.515,220.96,220.355,220.815,9848.0,AMZN
2024-12-31 16:25:00+00:00,220.815,220.84,220.55,220.58,5961.0,AMZN
2024-12-31 16:30:00+00:00,220.58,220.635,220.43,220.51,5224.0,AMZN
2024-12-31 16:35:00+00:00,220.51,220.66,220.385,220.42,4350.0,AMZN
2024-12-31 16:40:00+00:00,220.43,220.9,220.37,220.8,3104.0,AMZN
2024-12-31 16:45:00+00:00,220.77,221.185,220.77,221.085,3619.0,AMZN
2024-12-31 16:50:00+00:00,221.08,221.26,220.925,221.035,6062.0,AMZN
2024-12-31 16:55:00+00:00,221.025,221.08,220.87,221.035,2766.0,AMZN
2024-12-31 17:00:00+00:00,221.035,221.04,220.69,220.865,2848.0,AMZN
2024-12-31 17:05:00+00:00,220.85,221.115,220.78,221.08,2594.0,AMZN
2024-12-31 17:10:00+00:00,221.11,221.2,220.815,220.965,9000.0,AMZN
2024-12-31 17:15:00+00:00,220.965,221.23,220.91,221.155,3184.0,AMZN
2024-12-31 17:20:00+00:00,221.155,221.23,220.705,220.765,3360.0,AMZN
2024-12-31 17:25:00+00:00,220.765,220.97,220.57,220.635,4063.0,AMZN
2024-12-31 17:30:00+00:00,220.635,220.73,220.235,220.37,8630.0,AMZN
2024-12-31 17:35:00+00:00,220.365,220.38,219.83,219.905,12587.0,AMZN
2024-12-31 17:40:00+00:00,219.905,220.08,219.8,219.985,7483.0,AMZN
2024-12-31 17:45:00+00:00,219.99,220.04,219.7,219.755,6495.0,AMZN
2024-12-31 17:50:00+00:00,219.755,220.28,219.7,220.245,8608.0,AMZN
2024-12-31 17:55:00+00:00,220.245,220.825,220.215,220.755,11192.0,AMZN
2024-12-31 18:00:00+00:00,220.755,220.805,220.42,220.795,5346.0,AMZN
2024-12-31 18:05:00+00:00,220.8,221.13,220.69,220.81,2568.0,AMZN
2024-12-31 18:10:00+00:00,220.79,220.8,220.375,220.375,3082.0,AMZN
2024-12-31 18:15:00+00:00,220.38,220.62,220.235,220.25,3220.0,AMZN
2024-12-31 18:20:00+00:00,220.245,220.34,219.76,219.82,7152.0,AMZN
2024-12-31 18:25:00+00:00,219.81,220.06,219.75,219.8,3821.0,AMZN
2024-12-31 18:30:00+00:00,219.8,220.095,219.755,219.965,4416.0,AMZN
2024-12-31 18:35:00+00:00,219.96,219.97,219.735,219.965,6385.0,AMZN
2024-12-31 18:40:00+00:00,219.975,220.24,219.94,220.195,2536.0,AMZN
2024-12-31 18:45:00+00:00,220.195,220.435,220.07,220.35,2104.0,AMZN
2024-12-31 18:50:00+00:00,220.355,220.605,220.205,220.3,3761.0,AMZN
2024-12-31 18:55:00+00:00,220.285,220.44,220.2,220.215,2162.0,AMZN
2024-12-31 19:00:00+00:00,220.215,220.27,219.955,220.13,4717.0,AMZN
2024-12-31 19:05:00+00:00,220.13,220.58,220.09,220.535,3923.0,AMZN
2024-12-31 19:10:00+00:00,220.535,220.735,220.515,220.685,2826.0,AMZN
2024-12-31 19:15:00+00:00,220.7,220.705,220.36,220.365,4600.0,AMZN
2024-12-31 19:20:00+00:00,220.36,220.43,219.915,220.065,4578.0,AMZN
2024-12-31 19:25:00+00:00,220.065,220.285,220.005,220.085,3277.0,AMZN
2024-12-31 19:30:00+00:00,220.065,220.145,220.015,220.05,4593.0,AMZN
2024-12-31 19:35:00+00:00,220.05,220.33,220.035,220.265,7590.0,AMZN
2024-12-31 19:40:00+00:00,220.26,220.3,219.87,220.12,4891.0,AMZN
2024-12-31 19:45:00+00:00,220.12,220.255,220.02,220.145,6971.0,AMZN
2024-12-31 19:50:00+00:00,220.145,220.55,220.09,220.39,10885.0,AMZN
2024-12-31 19:55:00+00:00,220.395,220.805,220.32,220.755,10702.0,AMZN
2024-12-31 20:00:00+00:00,220.735,220.77,220.41,220.485,5159.0,AMZN
2024-12-31 20:05:00+00:00,220.48,220.78,220.445,220.665,4580.0,AMZN
2024-12-31 20:10:00+00:00,220.66,220.735,220.18,220.24,6792.0,AMZN
2024-12-31 20:15:00+00:00,220.24,220.705,220.205,220.695,7356.0,AMZN
