feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10
0.0,8.607506,0.0,0.0,0.0,0.0,4.830013,0.0,0.0,0.0
0.0,4.8553295,0.0,0.0,0.0,0.0,11.415385,0.0,0.0,0.0
0.0,2.3875437,0.0,0.0,0.0,0.0,8.526953,0.0,0.0,0.0
0.0,0.5575454,0.0,0.0,0.0,0.0,8.236442,0.0,0.0,0.0
0.0,5.777804,0.0,0.0,0.0,0.0,4.853544,0.0,0.0,0.0
0.0,3.9020796,0.0,0.0,0.0,0.0,9.115327,0.0,0.0,0.0
0.0,2.0862877,0.0,0.0,0.0,0.0,7.6568794,0.0,0.0,0.0
0.0,1.7978504,0.0,0.0,0.0,0.0,8.709847,0.0,0.0,0.0
0.0,3.9212294,0.0,0.0,0.0,0.0,7.175636,0.0,0.0,0.0
0.0,2.595784,0.0,0.0,0.0,0.0,8.212631,0.0,0.0,0.0
0.0,9.430335,0.0,0.0,0.0,0.0,2.700037,0.0,0.0,0.0
0.0,8.348266,0.0,0.0,0.0,0.0,6.655479,0.0,0.0,0.0
0.0,10.73177,0.0,0.0,0.0,0.0,4.4900813,0.0,0.0,0.0
0.0,13.914087,0.0,0.0,0.0,0.0,3.083664,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,8.728561,0.0,0.0,0.0
0.0,1.7217798,0.0,0.0,0.0,0.0,4.698288,0.0,0.0,0.0
0.0,8.37726,0.0,0.0,0.0,0.0,2.3033333,0.0,0.0,0.0
0.0,7.9306455,0.0,0.0,0.0,0.0,0.88045895,0.0,0.0,0.0
0.0,6.064085,0.0,0.0,0.0,0.0,1.283632,0.0,0.0,0.0
0.0,8.477851,0.0,0.0,0.0,0.0,4.057071,0.0,0.0,0.0
0.0,9.28342,0.0,0.0,0.0,0.0,5.2702284,0.0,0.0,0.0
0.0,0.9994311,0.0,0.0,0.0,0.0,7.0672455,0.0,0.0,0.0
0.0,2.79216,0.0,0.0,0.0,0.0,11.046101,0.0,0.0,0.0
0.0,2.6007464,0.0,0.0,0.0,0.0,8.160099,0.0,0.0,0.0
0.0,4.6649356,0.0,0.0,0.0,0.0,10.547884,0.0,0.0,0.0
0.0,5.2234244,0.0,0.0,0.0,0.0,2.622216,0.0,0.0,0.0
0.0,2.049106,0.0,0.0,0.0,0.0,8.939649,0.0,0.0,0.0
0.0,10.692084,0.0,0.0,0.0,0.0,5.7408814,0.0,0.0,0.0
0.0,2.5847988,0.0,0.0,0.0,0.0,8.230884,0.0,0.0,0.0
0.0,8.853371,0.0,0.0,0.0,0.0,3.2717044,0.0,0.0,0.0
0.0,5.41087,0.0,0.0,0.0,0.0,3.337528,0.0,0.0,0.0
0.0,1.1858549,0.0,0.0,0.0,0.0,4.368094,0.0,0.0,0.0
0.0,1.157433,0.0,0.0,0.0,0.0,7.5439777,0.0,0.0,0.0
0.0,3.6017668,0.0,0.0,0.0,0.0,10.47444,0.0,0.0,0.0
0.0,6.8015013,0.0,0.0,0.0,0.0,5.4105783,0.0,0.0,0.0
0.0,6.499677,0.0,0.0,0.0,0.0,8.18461,0.0,0.0,0.0
0.0,7.279201,0.0,0.0,0.0,0.0,5.29497,0.0,0.0,0.0
0.0,6.1381946,0.0,0.0,0.0,0.0,5.764366,0.0,0.0,0.0
0.0,11.489804,0.0,0.0,0.0,0.0,3.2257977,0.0,0.0,0.0
0.0,7.0519876,0.0,0.0,0.0,0.0,4.201115,0.0,0.0,0.0
0.0,9.134456,0.0,0.0,0.0,0.0,5.2162433,0.0,0.0,0.0
0.0,9.293241,0.0,0.0,0.0,0.0,5.1848345,0.0,0.0,0.0
0.0,4.8639054,0.0,0.0,0.0,0.0,11.015251,0.0,0.0,0.0
0.0,3.0225651,0.0,0.0,0.0,0.0,7.9361525,0.0,0.0,0.0
0.0,10.603744,0.0,0.0,0.0,0.0,4.870723,0.0,0.0,0.0
0.0,4.934014,0.0,0.0,0.0,0.0,0.35568106,0.0,0.0,0.0
0.0,1.53267,0.0,0.0,0.0,0.0,7.511653,0.0,0.0,0.0
0.0,3.2339694,0.0,0.0,0.0,0.0,9.928284,0.0,0.0,0.0
0.0,1.4454888,0.0,0.0,0.0,0.0,8.82703,0.0,0.0,0.0
0.0,13.297268,0.0,0.0,0.0,0.0,8.08449,0.0,0.0,0.0
0.0,13.941238,0.0,0.0,0.0,0.0,2.165078,0.0,0.0,0.0
0.0,5.4360332,0.0,0.0,0.0,0.0,10.37808,0.0,0.0,0.0
0.0,3.7793555,0.0,0.0,0.0,0.0,8.449993,0.0,0.0,0.0
0.0,3.822438,0.0,0.0,0.0,0.0,8.486375,0.0,0.0,0.0
0.0,2.3613403,0.0,0.0,0.0,0.0,7.05776,0.0,0.0,0.0
0.0,5.673313,0.0,0.0,0.0,0.0,10.733328,0.0,0.0,0.0
0.0,7.844793,0.0,0.0,0.0,0.0,5.6912627,0.0,0.0,0.0
0.0,6.145012,0.0,0.0,0.0,0.0,5.3051453,0.0,0.0,0.0
0.0,12.078419,0.0,0.0,0.0,0.0,2.5895965,0.0,0.0,0.0
0.0,4.633053,0.0,0.0,0.0,0.0,11.850274,0.0,0.0,0.0
0.0,4.670793,0.0,0.0,0.0,0.0,4.4496956,0.0,0.0,0.0
0.0,4.906199,0.0,0.0,0.0,0.0,10.625112,0.0,0.0,0.0
0.0,11.922356,0.0,0.0,0.0,0.0,6.287007,0.0,0.0,0.0
0.0,1.9313956,0.0,0.0,0.0,0.0,6.301841,0.0,0.0,0.0
0.0,9.38693,0.0,0.0,0.0,0.0,5.1130643,0.0,0.0,0.0
0.0,3.3256843,0.0,0.0,0.0,0.0,11.938534,0.0,0.0,0.0
0.0,7.92751,0.0,0.0,0.0,0.0,2.859686,0.0,0.0,0.0
0.0,6.852314,0.0,0.0,0.0,0.0,3.2538326,0.0,0.0,0.0
0.0,9.543018,0.0,0.0,0.0,0.0,7.4094377,0.0,0.0,0.0
0.0,9.298961,0.0,0.0,0.0,0.0,4.538877,0.0,0.0,0.0
0.0,1.8645104,0.0,0.0,0.0,0.0,4.320607,0.0,0.0,0.0
0.0,11.320143,0.0,0.0,0.0,0.0,5.811746,0.0,0.0,0.0
0.0,3.3200178,0.0,0.0,0.0,0.0,10.4752445,0.0,0.0,0.0
0.0,2.942213,0.0,0.0,0.0,0.0,9.687867,0.0,0.0,0.0
0.0,1.2729503,0.0,0.0,0.0,0.0,9.333259,0.0,0.0,0.0
0.0,5.3790154,0.0,0.0,0.0,0.0,10.849666,0.0,0.0,0.0
0.0,6.4073176,0.0,0.0,0.0,0.0,5.3884754,0.0,0.0,0.0
0.0,8.54376,0.0,0.0,0.0,0.0,6.9009757,0.0,0.0,0.0
0.0,5.360108,0.0,0.0,0.0,0.0,9.767724,0.0,0.0,0.0
0.0,10.359659,0.0,0.0,0.0,0.0,3.8394742,0.0,0.0,0.0
0.0,5.1886277,0.0,0.0,0.0,0.0,11.761185,0.0,0.0,0.0
0.0,1.2412426,0.0,0.0,0.0,0.0,7.1421504,0.0,0.0,0.0
0.0,13.027231,0.0,0.0,0.0,0.0,8.563335,0.0,0.0,0.0
0.0,9.66037,0.0,0.0,0.0,0.0,6.4838195,0.0,0.0,0.0
0.0,2.6731062,0.0,0.0,0.0,0.0,9.702615,0.0,0.0,0.0
0.0,3.8435447,0.0,0.0,0.0,0.0,6.9325185,0.0,0.0,0.0
0.0,6.5761685,0.0,0.0,0.0,0.0,1.7085427,0.0,0.0,0.0
0.0,3.1895962,0.0,0.0,0.0,0.0,9.839996,0.0,0.0,0.0
0.0,10.085597,0.0,0.0,0.0,0.0,4.277026,0.0,0.0,0.0
0.0,11.815809,0.0,0.0,0.0,0.0,8.6457615,0.0,0.0,0.0
0.0,8.809881,0.0,0.0,0.0,0.0,6.771688,0.0,0.0,0.0
0.0,8.0133,0.0,0.0,0.0,0.0,2.7236142,0.0,0.0,0.0
0.0,2.4580476,0.0,0.0,0.0,0.0,11.107273,0.0,0.0,0.0
0.0,3.7335951,0.0,0.0,0.0,0.0,8.938481,0.0,0.0,0.0
0.0,4.960561,0.0,0.0,0.0,0.0,4.664138,0.0,0.0,0.0
0.0,3.492074,0.0,0.0,0.0,0.0,8.537343,0.0,0.0,0.0
0.0,9.054254,0.0,0.0,0.0,0.0,3.6971114,0.0,0.0,0.0
0.0,4.6648006,0.0,0.0,0.0,0.0,4.7546663,0.0,0.0,0.0
0.0,1.5698674,0.0,0.0,0.0,0.0,8.857924,0.0,0.0,0.0
0.0,7.407522,0.0,0.0,0.0,0.0,4.2873397,0.0,0.0,0.0
0.0,4.031904,0.0,0.0,0.0,0.0,11.928459,0.0,0.0,0.0
0.0,8.974863,0.0,0.0,0.0,0.0,8.53378,0.0,0.0,0.0
0.0,9.141845,0.0,0.0,0.0,0.0,7.195614,0.0,0.0,0.0
0.0,2.4901838,0.0,0.0,0.0,0.0,7.1217327,0.0,0.0,0.0
0.0,5.4231257,0.0,0.0,0.0,0.0,10.89774,0.0,0.0,0.0
0.0,2.3283014,0.0,0.0,0.0,0.0,9.203443,0.0,0.0,0.0
0.0,2.2009444,0.0,0.0,0.0,0.0,5.3422847,0.0,0.0,0.0
0.0,3.5674412,0.0,0.0,0.0,0.0,10.903778,0.0,0.0,0.0
0.0,14.373965,0.0,0.0,0.0,0.0,7.0756583,0.0,0.0,0.0
0.0,0.84394586,0.0,0.0,0.0,0.0,8.845544,0.0,0.0,0.0
0.0,11.99051,0.0,0.0,0.0,0.0,5.928173,0.0,0.0,0.0
0.0,6.369615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,10.156974,0.0,0.0,0.0,0.0,3.9332395,0.0,0.0,0.0
0.0,8.1875305,0.0,0.0,0.0,0.0,4.545254,0.0,0.0,0.0
0.0,1.2738032,0.0,0.0,0.0,0.0,7.25338,0.0,0.0,0.0
0.0,7.8848405,0.0,0.0,0.0,0.0,6.4849977,0.0,0.0,0.0
0.0,10.17583,0.0,0.0,0.0,0.0,8.497315,0.0,0.0,0.0
0.0,3.1335511,0.0,0.0,0.0,0.0,7.7838798,0.0,0.0,0.0
0.0,11.866004,0.0,0.0,0.0,0.0,7.4141345,0.0,0.0,0.0
0.0,4.657233,0.0,0.0,0.0,0.0,10.096978,0.0,0.0,0.0
0.0,1.0446355,0.0,0.0,0.0,0.0,8.192621,0.0,0.0,0.0
0.0,2.9155066,0.0,0.0,0.0,0.0,7.6767573,0.0,0.0,0.0
0.0,3.6886046,0.0,0.0,0.0,0.0,8.948475,0.0,0.0,0.0
0.0,2.3121328,0.0,0.0,0.0,0.0,7.2599387,0.0,0.0,0.0
0.0,8.103227,0.0,0.0,0.0,0.0,6.6357017,0.0,0.0,0.0
0.0,3.8011794,0.0,0.0,0.0,0.0,9.762221,0.0,0.0,0.0
0.0,7.178834,0.0,0.0,0.0,0.0,5.868515,0.0,0.0,0.0
0.0,7.890937,0.0,0.0,0.0,0.0,7.085963,0.0,0.0,0.0
0.0,3.7404966,0.0,0.0,0.0,0.0,9.078067,0.0,0.0,0.0
0.0,3.2716985,0.0,0.0,0.0,0.0,10.696318,0.0,0.0,0.0
0.0,7.1694694,0.0,0.0,0.0,0.0,6.605878,0.0,0.0,0.0
0.0,0.9695802,0.0,0.0,0.0,0.0,6.220143,0.0,0.0,0.0
0.0,3.849425,0.0,0.0,0.0,0.0,7.9709883,0.0,0.0,0.0
0.0,3.8347557,0.0,0.0,0.0,0.0,11.183284,0.0,0.0,0.0
0.0,7.92048,0.0,0.0,0.0,0.0,4.8895345,0.0,0.0,0.0
0.0,9.002459,0.0,0.0,0.0,0.0,4.211673,0.0,0.0,0.0
0.0,5.1802096,0.0,0.0,0.0,0.0,11.671243,0.0,0.0,0.0
0.0,4.655916,0.0,0.0,0.0,0.0,10.414937,0.0,0.0,0.0
0.0,9.494565,0.0,0.0,0.0,0.0,1.1588511,0.0,0.0,0.0
0.0,5.6000156,0.0,0.0,0.0,0.0,5.6068363,0.0,0.0,0.0
0.0,10.27078,0.0,0.0,0.0,0.0,5.8603115,0.0,0.0,0.0
0.0,7.012045,0.0,0.0,0.0,0.0,6.019707,0.0,0.0,0.0
0.0,3.3238606,0.0,0.0,0.0,0.0,10.737244,0.0,0.0,0.0
0.0,12.016376,0.0,0.0,0.0,0.0,4.6440406,0.0,0.0,0.0
0.0,11.941507,0.0,0.0,0.0,0.0,4.673709,0.0,0.0,0.0
0.0,3.5530787,0.0,0.0,0.0,0.0,8.768316,0.0,0.0,0.0
0.0,3.7765677,0.0,0.0,0.0,0.0,8.9335375,0.0,0.0,0.0
0.0,2.8923814,0.0,0.0,0.0,0.0,1.1886353,0.0,0.0,0.0
0.0,4.630275,0.0,0.0,0.0,0.0,3.0870574,0.0,0.0,0.0
