feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,symbol
5.64458,0.0,2.91517,2.3105967,0.0,3.3139822,0.0,0.0,2.0016422,5.6058517,AOS
4.526416,0.0,2.700412,0.424774,0.0,3.2996857,0.0,0.0,2.0799518,3.740668,AOS
2.546317,0.0,2.6412766,3.3580692,0.0,4.2119703,0.0,0.0,6.37195,6.1593947,AOS
5.9316597,0.0,2.7443686,4.341091,0.0,5.1217155,0.0,0.0,1.9921408,5.5139422,AOS
4.262593,0.0,4.389881,2.2085137,0.0,3.7881286,0.0,0.0,1.4230855,2.6674464,AOS
5.481451,0.0,3.827311,3.5985258,0.0,6.659537,0.0,0.0,4.521375,3.68816,AOS
3.4562106,0.0,4.0082755,3.6875405,0.0,6.1682415,0.0,0.0,3.5391204,5.977238,AOS
4.7881846,0.0,2.1720517,3.3188107,0.0,5.466357,0.0,0.0,9.009615,5.5031033,AOS
2.9427671,0.0,2.725796,4.072151,0.0,5.545436,0.0,0.0,6.4023876,5.781739,AOS
2.0726979,0.0,3.2526555,4.289324,0.0,1.6278578,0.0,0.0,2.6614318,2.6712198,AOS
3.1443152,0.0,1.9569744,0.68929327,0.0,2.2890136,0.0,0.0,5.499201,2.446956,AOS
3.4539459,0.0,1.3795483,3.791868,0.0,4.1218696,0.0,0.0,5.870485,3.1606495,AOS
1.8491482,0.0,2.6066873,3.8263965,0.0,2.9386642,0.0,0.0,6.1974673,4.825355,AOS
2.9659805,0.0,2.2449172,3.4050045,0.0,4.9477043,0.0,0.0,6.890988,4.5153904,AOS
6.4618716,0.0,3.2219296,2.7446744,0.0,6.4739327,0.0,0.0,7.599302,7.1558084,AOS
2.286037,0.0,2.740392,4.698284,0.0,5.3655252,0.0,0.0,6.7016883,3.1824844,AOS
6.580643,0.0,0.8218096,2.8158238,0.0,3.3323066,0.0,0.0,1.3635948,4.818803,AOS
2.4701767,0.0,4.4456553,2.9717128,0.0,6.463864,0.0,0.0,6.977917,4.2433295,AOS
5.661366,0.0,1.5777558,3.5588624,0.0,4.260064,0.0,0.0,3.548446,5.0938473,AOS
7.581307,0.0,4.9280677,5.3785477,0.0,8.230779,0.0,0.0,8.449545,6.9719887,AOS
2.748329,0.0,2.2962492,4.347127,0.0,4.293818,0.0,0.0,5.5354147,1.9751296,AOS
6.0485444,0.0,2.1536298,4.4752016,0.0,4.178113,0.0,0.0,5.265325,5.568112,AOS
3.5542438,0.0,2.9478202,2.2065802,0.0,4.4188128,0.0,0.0,3.5182853,1.740735,AOS
3.25773,0.0,2.9862497,4.0803843,0.0,4.8899474,0.0,0.0,6.1148677,4.833541,AOS
6.080937,0.0,2.482749,1.6682464,0.0,4.8975005,0.0,0.0,8.037567,3.3599637,AOS
7.1547346,0.0,1.9844929,3.1062267,0.0,4.7131815,0.0,0.0,3.3350046,3.8525746,AOS
6.21839,0.0,3.821792,2.1356354,0.0,5.0406256,0.0,0.0,8.31795,3.5220506,AOS
1.4289427,0.0,2.0795367,2.9990144,0.0,6.352958,0.0,0.0,4.94405,3.3167367,AOS
9.951121,0.0,2.7586057,2.1341426,0.0,3.358819,0.0,0.0,4.0859613,4.5387197,AOS
6.441673,0.0,5.005785,4.0859203,0.0,8.009042,0.0,0.0,7.568394,5.984317,AOS
7.6280427,0.0,1.5108566,2.985377,0.0,5.319882,0.0,0.0,8.370883,6.113054,AOS
0.96563625,0.0,3.6687622,1.7720532,0.0,3.5065835,0.0,0.0,5.60426,3.8966954,AOS
2.8065095,0.0,1.4443789,2.408835,0.0,7.6098366,0.0,0.0,5.80257,6.4871902,AOS
1.453734,0.0,2.3129041,1.512485,0.0,4.1861706,0.0,0.0,5.3062034,6.266751,AOS
9.74045,0.0,2.5570438,1.8911955,0.0,4.2710977,0.0,0.0,3.4022539,1.0957836,AOS
5.148234,0.0,2.4361844,4.6816216,0.0,5.866385,0.0,0.0,9.315682,6.050489,AOS
5.292073,0.0,2.7397354,3.3255565,0.0,4.4107156,0.0,0.0,4.010427,6.3372664,AOS
2.3824031,0.0,4.3011274,2.725655,0.0,6.5242686,0.0,0.0,6.854785,4.1172757,AOS
3.7366292,0.0,5.2788143,3.7568266,0.0,7.8474193,0.0,0.0,8.195079,5.7997265,AOS
4.935916,0.0,2.3857942,2.609802,0.0,2.7955194,0.0,0.0,4.261522,4.4077997,AOS
4.5334954,0.0,3.4252756,2.852983,0.0,4.717236,0.0,0.0,6.6873956,3.6685913,AOS
1.9643673,0.0,1.8674157,4.50189,0.0,5.8952594,0.0,0.0,6.6960726,3.3512204,AOS
2.3160987,0.0,3.3361263,4.103093,0.0,5.2405987,0.0,0.0,1.3724661,4.214979,AOS
2.2738068,0.0,3.4549112,3.9513078,0.0,6.3700275,0.0,0.0,6.7474914,4.458376,AOS
10.124269,0.0,3.4617114,5.464117,0.0,5.2097793,0.0,0.0,3.1116402,2.4283936,AOS
4.5918293,0.0,3.4357204,2.1586978,0.0,4.0541105,0.0,0.0,1.4872429,3.2665458,AOS
5.7478523,0.0,3.1168945,3.9395587,0.0,4.9792914,0.0,0.0,1.5025604,4.239354,AOS
6.58093,0.0,0.28232932,2.2072077,0.0,3.303846,0.0,0.0,2.3015401,3.9882631,AOS
5.210893,0.0,2.5100048,4.026101,0.0,0.0,0.0,0.0,0.18396375,0.8224605,AOS
2.9325988,0.0,2.1474514,2.8256705,0.0,7.2094536,0.0,0.0,5.726258,5.9981327,AOS
4.7475286,0.0,2.1894233,3.3009727,0.0,5.2796,0.0,0.0,9.046479,5.470834,AOS
4.8531275,0.0,3.2237277,3.8419316,0.0,5.341229,0.0,0.0,4.303234,2.9593706,AOS
5.2030363,0.0,1.5583937,4.0741606,0.0,5.1399574,0.0,0.0,7.1691017,3.8646524,AOS
5.1138926,0.0,2.0883577,2.594632,0.0,6.424981,0.0,0.0,3.6596475,4.192829,AOS
5.6817284,0.0,1.9701865,2.8310337,0.0,4.6378307,0.0,0.0,7.216012,5.928467,AOS
5.8702464,0.0,2.482333,1.910814,0.0,3.528795,0.0,0.0,4.7005696,5.439294,AOS
5.6660986,0.0,5.2979126,4.369112,0.0,7.0987015,0.0,0.0,7.5631003,5.2247095,AOS
1.9254602,0.0,4.3134866,1.812866,0.0,6.6438746,0.0,0.0,6.6264286,3.8377202,AOS
1.8404115,0.0,2.9825428,3.2006745,0.0,5.6059613,0.0,0.0,5.617688,6.377125,AOS
1.5586115,0.0,2.486351,3.6445537,0.0,6.155783,0.0,0.0,6.2113595,3.2671933,AOS
5.9622393,0.0,2.3210616,2.0898435,0.0,4.9056273,0.0,0.0,1.7796214,5.094799,AOS
6.288264,0.0,2.1992016,2.0817616,0.0,2.8644385,0.0,0.0,1.7389314,3.9506872,AOS
9.341787,0.0,2.5276918,3.7079186,0.0,0.44887596,0.0,0.0,3.0119605,2.0124505,AOS
1.8543555,0.0,1.3153383,1.6122458,0.0,2.6798763,0.0,0.0,2.1757452,5.2750506,AOS
5.459394,0.0,2.9328127,4.223997,0.0,5.1284714,0.0,0.0,2.7603788,4.7125425,AOS
6.031963,0.0,2.6712184,3.299237,0.0,5.9633694,0.0,0.0,1.7488003,4.812386,AOS
4.2739196,0.0,3.2417881,2.5753572,0.0,2.4015026,0.0,0.0,4.4790344,3.7253115,AOS
3.9413557,0.0,3.183589,4.4148006,0.0,7.9986124,0.0,0.0,6.082519,5.75159,AOS
8.915566,0.0,3.3094678,3.3108413,0.0,2.3572836,0.0,0.0,4.18302,2.2743948,AOS
7.03267,0.0,4.148128,3.231249,0.0,6.2275887,0.0,0.0,8.779891,4.399911,AOS
1.7542211,0.0,3.2841165,1.6078501,0.0,2.0729055,0.0,0.0,3.072193,4.6505475,AOS
2.5884814,0.0,4.554172,3.2479732,0.0,6.399788,0.0,0.0,7.112858,4.4134088,AOS
5.2226586,0.0,1.661598,2.9991696,0.0,5.3568788,0.0,0.0,6.055292,5.8606634,AOS
9.325469,0.0,4.1607027,5.171116,0.0,2.7898266,0.0,0.0,3.2579815,2.8197672,AOS
2.3277707,0.0,1.1628218,2.416562,0.0,2.5807664,0.0,0.0,5.235707,5.367273,AOS
1.5457593,0.0,1.399759,3.743872,0.0,3.6307554,0.0,0.0,2.0900853,6.335219,AOS
5.0615964,0.0,2.9161634,2.4624648,0.0,2.8093245,0.0,0.0,4.65391,5.395395,AOS
4.7455196,0.0,3.540688,4.2661734,0.0,7.74412,0.0,0.0,6.2137027,6.9606867,AOS
3.7075298,0.0,2.5736778,2.1540694,0.0,5.8579125,0.0,0.0,5.8211975,5.7382607,AOS
10.155254,0.0,3.7226222,3.4981978,0.0,4.990859,0.0,0.0,2.5447876,2.9642913,AOS
6.337885,0.0,2.1003323,2.7832396,0.0,3.6202729,0.0,0.0,1.9359593,5.9511623,AOS
6.461926,0.0,1.6105335,4.2853565,0.0,6.372639,0.0,0.0,7.694413,3.563672,AOS
4.416598,0.0,4.2360415,1.3915684,0.0,5.455336,0.0,0.0,3.2671988,2.9656973,AOS
1.2121218,0.0,1.0170745,1.220321,0.0,0.3978439,0.0,0.0,4.2459254,2.9058573,AOS
8.980836,0.0,2.1054263,1.165339,0.0,4.0885115,0.0,0.0,2.7392948,2.9394658,AOS
7.263993,0.0,3.1185937,5.272149,0.0,4.0880632,0.0,0.0,3.6435359,4.963833,AOS
5.6091495,0.0,2.5347252,4.1881113,0.0,3.5327067,0.0,0.0,2.3226411,4.858484,AOS
3.9807725,0.0,3.117396,4.939082,0.0,2.487463,0.0,0.0,3.6005266,4.3362217,AOS
9.361316,0.0,3.3133287,5.1589375,0.0,3.2563167,0.0,0.0,3.6774416,2.0561438,AOS
5.7664723,0.0,1.8273742,3.1942787,0.0,4.3802643,0.0,0.0,2.9439495,6.070991,AOS
2.787341,0.0,2.4474602,2.8280027,0.0,6.6764154,0.0,0.0,5.425185,4.4726086,AOS
2.9392698,0.0,3.1742282,3.9663763,0.0,6.2496834,0.0,0.0,6.623092,5.861064,AOS
2.6475124,0.0,2.204428,3.4076765,0.0,3.9531844,0.0,0.0,2.032827,3.193035,AOS
5.258008,0.0,4.63563,3.1044292,0.0,3.151478,0.0,0.0,3.620955,4.7007856,AOS
3.4615567,0.0,3.062762,3.3505344,0.0,5.7178464,0.0,0.0,6.12901,6.184508,AOS
5.876393,0.0,3.3856745,5.5458984,0.0,6.42713,0.0,0.0,6.9433,6.08207,AOS
0.83897984,0.0,3.9108834,2.0523458,0.0,2.974819,0.0,0.0,5.5225716,5.1783905,AOS
2.1987174,0.0,2.6579888,2.3753908,0.0,6.1890445,0.0,0.0,6.339906,5.106799,AOS
2.9435039,0.0,3.6171694,1.700337,0.0,5.813464,0.0,0.0,6.826827,4.2710266,AOS
1.8836812,0.0,2.301342,1.7947304,0.0,5.1997714,0.0,0.0,5.749375,4.687124,AOS
0.0,0.0,1.8771532,2.6361105,0.0,1.5694699,0.0,0.0,0.29277185,3.1768768,AOS
4.4208975,0.0,2.2007356,2.3903728,0.0,2.3761225,0.0,0.0,4.058109,3.7554038,AOS
9.608883,0.0,1.757888,2.0189488,0.0,4.6147027,0.0,0.0,2.2931325,2.5511463,AOS
4.394002,0.0,2.1452842,1.8405336,0.0,4.4156904,0.0,0.0,6.398767,4.739764,AOS
10.71151,0.0,3.517533,4.3106756,0.0,3.6170583,0.0,0.0,4.8770256,2.8048959,AOS
6.529483,0.0,2.5564125,2.9020593,0.0,6.54836,0.0,0.0,4.162066,5.836239,AOS
2.9447153,0.0,3.3334212,3.8230941,0.0,6.585726,0.0,0.0,6.5353575,5.7476463,AOS
2.2944622,0.0,2.4994533,2.8312502,0.0,5.8684263,0.0,0.0,6.5224767,5.1332874,AOS
10.786693,0.0,3.7910635,4.432685,0.0,3.4297016,0.0,0.0,4.153481,3.9226775,AOS
3.1827693,0.0,2.1399474,3.178586,0.0,6.443324,0.0,0.0,6.811422,5.703371,AOS
5.278304,0.0,2.232149,1.9387041,0.0,5.4051285,0.0,0.0,3.977817,4.965496,AOS
5.636506,0.0,2.4138472,3.7117276,0.0,7.27035,0.0,0.0,6.2564,5.2975855,AOS
6.1284184,0.0,2.5363884,3.5208888,0.0,7.754126,0.0,0.0,9.510809,7.0519133,AOS
6.511856,0.0,1.4955693,2.493831,0.0,1.5785294,0.0,0.0,3.2980177,4.87489,AOS
3.3691115,0.0,2.0735989,3.5707178,0.0,4.1724305,0.0,0.0,5.8449516,6.1236944,AOS
9.854664,0.0,1.34814,2.4075835,0.0,4.293278,0.0,0.0,2.6172445,3.1740515,AOS
3.5262914,0.0,0.0,3.8458104,0.0,8.921956,0.0,0.0,6.636321,2.9588044,AOS
5.9962463,0.0,4.2066727,4.325651,0.0,6.316986,0.0,0.0,7.715095,4.7950983,AOS
5.7135835,0.0,4.069855,2.8607059,0.0,5.395468,0.0,0.0,7.674985,5.0564504,AOS
1.2672246,0.0,1.2009603,1.7837464,0.0,0.29330117,0.0,0.0,4.2758145,2.7492926,AOS
1.2108399,0.0,2.1926095,0.11528408,0.0,3.2339447,0.0,0.0,1.5918438,4.2310305,AOS
3.4162407,0.0,4.2426395,4.964175,0.0,6.3211913,0.0,0.0,7.8362083,6.0662656,AOS
2.9704547,0.0,3.593611,3.7514982,0.0,6.851162,0.0,0.0,6.5204945,5.747274,AOS
6.7549815,0.0,3.7587683,2.4839764,0.0,5.858195,0.0,0.0,8.553641,4.158654,AOS
4.9187922,0.0,3.665009,2.6435447,0.0,5.699268,0.0,0.0,4.0757995,4.415471,AOS
6.718901,0.0,3.8256783,3.8048468,0.0,7.7894626,0.0,0.0,7.6503453,6.985955,AOS
4.3135834,0.0,4.2206407,1.6014847,0.0,4.965133,0.0,0.0,3.2772217,3.9329426,AOS
0.0,0.0,3.276592,0.70075864,0.0,1.7903632,0.0,0.0,1.4400766,3.2483304,AOS
2.7141724,0.0,3.1409512,1.900139,0.0,3.3755326,0.0,0.0,6.9407825,4.862807,AOS
6.6411657,0.0,2.328056,4.585087,0.0,6.7892513,0.0,0.0,3.5894651,6.066379,AOS
5.4042244,0.0,4.139474,3.7211812,0.0,4.645333,0.0,0.0,1.8504987,4.5681953,AOS
